text,label
"Jolly Hotdog na lang for me yung consistent ang lasa, at binibili ko dyan",0
"official job ba ang elevator girl? huhu please naawa ako sakanila, it's inhumane pero I understand if need talaga ng job. Iba pang I think ay unofficial job: EasyCard Assitant sa Toll",0
TAMA LANG,0
"Nakakatakot naman pala mag advance booking sa lalamove... Dapat hindi nila ioffer yung service if hindi naman effective? Never tried this one sa kanila. Laging grab ako pag advance booking, never had a problem",0
"Grabe, ang lala",0
Majority ng mga dugyot na yan mga walang laman ang account  kung meron man less than 1k,0
Bat samen wala.. mukhang nadugas ahhh,0
"Yeah usually SM malls storea are company owned yung sm sa amin sila may hawak ng Jollibee, masarap siya compared dun sa jollibee sa isang branch pa dito sa amin",0
"Oo kaya nung naubos ko yung load, dinelete ko na and stick to Grab nalang talaga. Mas mahal ng onti pero atleast hindi ako maiinis sa user experience ko sa app at sa delivery mismo.",0
pwede po ba mag-undervote sa brgy. at SK kagawad? hindi po 7 iboboto? pwede ba yun?,0
Naaaaakoooooo itong Tatay ko nagtatanong kung gusto ko ba ng panibago sasakyan,0
"True, di na ganun kalasa yung Chicken nila. :< Not as good as before.",0
Baka po depende sa branch. Nag QA ako dati sa Zenith (Jollibee Commissary) and as far as I know wala namang binabago sa mga sangkap.,0
"Ako prefer ko na lang wag na magprint ng receipt pag may option ang ATM, kasi pwede naman makita yung balance sa mobile app at di na dagdag basura yung papel.
Siguro marami pa ring Pilipino, especially sa older generation na pwede namang makita yung balance thru app at di na kailangan magtagal sa ATM para makita muna yung balance bago i-withdraw, sayang oras pa lalo na pag mahaba yung pila. Syempre yung pagdidispose ng resibo, porket ubos na yung pera sa bangko itatapon na lang kung saan, kahit may basurahan dun pa rin ilalagpak sa sahig. Walang disiplina.",0
"Add pa ung CPD burden, na ang mahal tapos ilang units lng makukuha... sa govt medj ok pa marami free CPD altho add more stress din along with pagod pumunta ng malayo for others, pero pag sa private naku lipat knlng tlga.",0
Gusto ko lang iexplain != means not equal. Tech broskie o nagcocode siguro yan as a kapwa nerd. Yun lang have a nice day sana umunlad na bansa naten.,0
"I think ganyan ang pandesal ng hoi polloi. pero lagi akong dumadaan sa Pan de Manila outlets dito sa BGC area, and I can definitely say na for expats and for well-to-do families, they can have big pan de sal 24 hours a day.",0
"yuppers, pero iba na yung title. Kababalaghan na",0
Bakit? Uupo ka lang naman tapos sasabihin mo “Treat.”,0
"HAHAHA wala nmn tangkay, legit na dahon nmn sya kso d kmi sure kung malunggay ba tlg yun.
kebs lng nmn din kso minsan malilito ka. 😅😂",0
Alam ng kalaban ano kakahantungan niya kaya di na nag oppose.,0
Mula taas hanggang pinaka baba puno ng mga kurap.,0
"Idk pero gusto ko tong work nila, instant may kasama sa elevator, i find them as my guide and my emotional support haha tapos organize pa sila!",0
Diba bawal ilagay ang pangalan pag buhay pa?,0
"Tanungin ang plataporma, may mga ka batch ako tumatakbo ng kagawad, tumatakbo lang dahil sa income",0
I hope time will come na electronic nalang lahat ng receipts dyan sa Pelepens kasi nagfe-fade din naman yung ibang receipts.,0
"Mas masarap yung Chickenjoy nila nung 90s, pati yung gravy. Nagbago na talaga yung timpla ng food nila ngayon.",0
"I’ve been so incredibly generous sa mga riders dahil alam ko na hazardous ang work nila at maliit ang kita.
Pero sa totoo lang, marami pa rin sa kanila mapagsamantala, despite your kindness and generosity.",0
"Na alala ko si du30, sa internet sumabog name nya then follow up ng mga tv station kaliwat kanan interview, yan tuloy lakas makahatak ng socmed, that time hanggang ngayon same strat lang ginawa nila, di mo talaga malalaman kung ano hangarin nila once na na elect sila",0
masarap po yan sahugan ng maliliit na shrimp,0
Naka bawi din ng sleep. Grabe 7pm to 5am. Madami lang naipon na gagawin pero atleast kumpleto na tulog finally huuuu,0
Nakakapagod mamigay ng candies sa mga nag trick or treat. 😩,0
"Wla ako nkkta masama sa wordings, very straightforward at wlang sugarcoating... tama nmn cla, ang maggng mindset ng namamalimos ay may pera sa gngwa nila..
 Minsan nga naggng aggresive na cla lalo na pag di mo pinansin.. ako nakaexperience may matandang babaeng namamalimos dati na nangungurot pa pagdi mo binigyan or ung bata pagdi mo binigyan naninigaw pa.",0
"Healthcare worker sa isang government hospital. Maaawa ka sa mga pasyente at relative nila na hindi maintindihan yung mga pinaggagawa sa pasyente nila. Sorry to say and not generalizing, yung ibang doctor sa hospital grabe mag treat sa ibang pasyente. Parang hindi naman ineeducate eh. Kung ano gusto nila masusunod. Right there and then nasabi ko sa sarili ko, pucha ang swerte ko pa pala.",0
Modus yan. Laos na ba yun may sobra na nakasulat pang enroll tas naka uniform kuno?,0
I'm pretty sure na existing pa rin 'yan maski sa US. Lantaran lang talaga rito sa atin. Kung nagagawa ang pagbili ng boto sa isa sa religion dito sa Pinas ay malamang nagagawa rin 'yan sa ibang bansa.,0
"Oo kasi minsan nakadepende yung bigkas sa paligid na mga letra / buong salita. Kunwari sa: Ace, Christine, Charles, Charlene - iba-iba yung katumbas na baybayin ng C. 
Ayoko mag-assume para safe kasi may kutob ako na may magpapa-tattoo ng output niyan sa pangalan nila balang araw",0
"so pag 1 lang, pwede pa sa next?",0
"Di na ako bumili jollibee since 2015
Naka 3 strikes saken na sunod sunod sisiw sized yung serving nang manok sa delivery",0
"Yung sa asawa ko din recently walang permission, eh ulam na lechon belly padala namin. Iyun, di umabot ng dinner time.",0
"truee. chineck ko credentials nila, kahit man lang leader sa isang sports team or org ok na nga for me eh kasi atlis may experience sa paglelead. pero syempre i still prefer talaga if naglead sa mga school/community orgs :'DD. 
ang kaso sa brgy. namin, wala. nakalagay lang ano rank nakuha sa isang game then boogsh wala na. like ok nanalo ka, you're active sa events (thats good). but may enough leadership skills ba for that position? wala naman sinasabi or ipinapakita, so whats the point of voting for them.",0
Same. Pagkain lang ang binibigay ko when I encounter them.,0
Done! Eh mayor yung tatay. Hahahahahaha wala rin. Kami lang kawawa :),0
May minulto ka na naman ba papi,0
"meron din dito sa canada where i got stopped sa school. when i said wala akong cash, meron naman raw ATM at inantay nila hanggang nakawithdraw ako ng at least $20 😭💀",0
haha pantigas pla no?,0
You can't just sit down pag nag kumpulan na ang mga bata.,0
"May nagtutulak ng kariton sa kalsada kanina. Tatay siya tas kasama niya mga anak niya. Huli umakyat yung panganay niya ata yon kasi siya yung pinakamalaking bata e.
Tatawa-tawang sabi ba naman ni tatay, ""Ang bigat ni Kaled (or Khalid/Khaleed, idk). Ang bigat ng itlog ni Kaled ah."" Inulit-ulit niya pa yon nang diretsong nakatingin sa akin habang kasabay ko siyang naglalakad. 
Tangina, walang stoic stoic. Sabog tawa ko. Wasak ang composure sa bigat ng itlog ni Kaled.",0
Masakit sa atin gumagamit Ng Pera dapat patas ang laban lang.,0
"Mas nakakatakot pa nga yung mga “beggars” sa social media, hindi tumatanggap ng 500 hahaha, papadalahan ka pa ng pictures ng mga pamilya or kamag anak nilang may sakit or msy sakit daw. Unlike those beggars na nakukuntento sa barya lang. pero I agree sa management ng 7-11, kasi nga naman syndicated ang mga beggars ngayon. Easy money kaya ayaw na magsipag trabaho.",0
Sana may biyahe. Sana may biyahe pa. Please please please,0
OP stay safe sa next steps. Kinakabahan ako sa exmo. Gago yang ex mo baka idamay ka shuta,0
"Their goal is to earn money, kung may mamataydahil sa kagagawan nila there's a chance people will be more wary about buyinf stuff from them at baka tawagan pa ang pulis sa kanila.",0
Attack dog 🐶 yung nabalitaan ko nasa higher office na ngayon 😅,0
"Sa probinsya namin mas malaki bigayan pag malaking election. After ng bigayan diretso punta agad dun sa mga kuhanan ng motorcycle, may sobra pa yung pera pang tsibog na masarap ng isang linggo haha.",0
"sabi daw ng NSC na may minomonitor silang trolls na nag susunod-sunod sa script ng misinformation ng china
[LINK]",0
Sana may masampolan manlang.,0
"may tumawag sakin dati nagpapaalam na magdodouble book kasi on the way naman daw yung next pick up, pumayag naman ako on the condition maunang ideliever yung sakin since ako unang nagbook and trinack ko naman sya ok naman. Small things like this are fine kung maayos kausap and less lang ang hassle. Otherwise no. kaya lagi akong cod sa mga delieveries para di naabuso ng kamote riders",0
"I woke up na my account is banned sa 🐝huhu. Idk what happened. Mareretrieve ko pa kaya yun? Sayang naman may isa ako na masayang kausap :( 
I don’t recall explicitly violating the guidelines—photos are ok, hindi naman ako rude. if ever na pwedeng naviolate was sending an ig post sa isa kong kausap. Yun lng. 🙁",0
"Yung iba kase sa grupo ko nagpaplano na tska nagiipon na students pa lang kami. Yung iba umutang talaga para maka-alis. Ako 2 years after na ko naka-alis kase kumuha talaga ako exp tska nag ipon na din. Pero totoo, sobrang hirap pag ikaw lang talaga mag-isa.",0
Kaka chicken joy ko lang yung spicy. Mas masarap sya compare date. Yung date parang powder lang yung pang pa anghang.,0
Tatanungin ko pa tatay ko mamaya pag balik niya sa trabaho (siya lang may GoTyme s'amin at ako lang ang may Maya HAHA),0
"Hahhahaha kasi mapipilitan kang ibigay sa kanya yung sundae.
Yung friend ko nga dinilaan nang derecho ying ice cream na nasa cone. Ayun. No choice. Binigay na lang nya.
Pero good job sa friend mo at tinapos. Quits.",0
"Sorry pero nanggagalaiti ako sa mga ganito, meron ka moral and social obligation para i report yan.
Hindi mo pwede pagtakpan yan.",0
Oh my god nakakahiya sa ibang bansa,0
"yun nga eh, kinda scared na baka ma-stuck ako dito pero sana ‘wag hahaha",0
wala akong politically correct words masasabi jan hahahahahahaha,0
Wala na si Chandler. Nakakalungkot na umaga! :(,0
Ang toxic trait ko ay nonstop na pagkain uli dahil wala na yung gerd flare up ko. Kain pa hanggang mamatai.,0
"Always wondering , pano if kinuha mo yung bigayan pero di mo naman sila binoto hahahahaha",0
My friend’s brother even experienced na inaraw araw nung beggar na abangan sya. Ever since he started giving money. Meron pang kumakalat na balita rin kasi non sa kanila na nanaksak yung beggar dahil lang sa di siya nabigyan ng pera. Kahit gabi nag aabang. And it’s scary. It’s better to give them food nalang instead of money if you really wanna help them. Nakakatakot na kasi kaya at pwede nilang gawin these days.,0
"Bruh, kagigising ko lang. Naulol ako sa DPWH pero yeah, it’s either DSWD or Women’s Desk. I hope OP did save evidences.",0
Angkas padala is dawei,0
"Yep, sa divisoria. Marami porter pero karamihan may mga suki",0
Dami likers nyan taga Davao City at SMNI 😂,0
"Lagi kong sinasabi na tanggapin ang pera, pero iba ang iboto. Kaso ewan ko lang kung bakit, pero meron pang naooffend na iba dyan. Loyalty kuno daw.",0
Ganyan naman workmate namin before wala nmn problema,0
May alam ba kayo about dun sa student visa papuntang Canada or Australia?,0
"My tito is the same. He doesn't even have his face on his posters. Andami pang naka motorcade na kandidato, kala mo artista na nag parada.
My motto for elections is: ""Kung di ka nila kayang ligawan pag kailangan nila ang boto mo, di mo din sila malalapitan pag kailangan mo ang tulong nila.""",0
"Tambay, walang source of income, hindi ma serbisyuhan ang sarili, tapos magsisilbi sa ibang tao?",0
"Yung friend ko meron syang ex na tumatakbong SK and may anak sila but before pa nanganak si friend, naghiwalay na sila kasi physically and emotionally abusive si guy pati un fam nya sa friend ko. Never nagsustento si guy kasi tambay lang naman sya and tinatakwil nya talaga ung bata.
Ngayon, tumatakbo syang SK and he had the audacity to DM my friend saying kaya sya tumakbong SK para pag nanalo sya, ipapa barangay nya friend ko. Tapos nangangandidato sya ginagamit nya ung anak nila and nagpapaawa sa tao. Sinasabing ""ito lang ang paraan para mabawi ko ang anak ko"" na never naman inako. 🤡
Awang awa ang mga tao pero diba, if tatakbo kang SK dapat ung layunin mo ay para mapabuti ung nasasakupan, hindi ung uunahin mo personal agenda mo hahaha sana hindi sya manalo. Knowing pa na ung kapatid pala nya former SK konsi na nag uwi ng sako-sakong bigas sa bahay nila from ayuda during pandemic hahaha.",0
Ganyan din size nung sa amin pero buti dos lang kundi didiretso na lang kaming lunch 🥲,0
"You read it right. Actually noong nag-file yan ng kanyang COC sa Comelec dito sa munisipyo, inalalayan pa yan paakyat sa hagdan, dahil hindi na makalakad ng maayos.",0
"Tapos yung kapatid mo paguwi ""may kasama"" habang nanunuod kayo parang madami kayo hehe",0
"Oh I know why about the elevator. I had the same question before until Inask ko ung mismong elevator attendant sa Isang mall.
Well, Sabi niya pinaglalaruan daw Kasi ng ibang tao yung elevator Lalo na yung mga grupo ng kabataan. Nagaakyat pababa. Ginagawang ""rides"" yung elevator so yung mga may kailangan, di nakakasakay ng maayos. Not sure if ganito sa lahat ah. But there.",0
5k siguro,0
I read somewhere na modus yun ng sindikato kung saan under ang mga beggar,0
"Ed Caluag, tapos tirahin mo yung mga multo na costume",0
"Haha circle of friends ko lahat nasa abroad na, wala na ni isa sa Pinas. Batch 2015. Majority samin nakaalis nung 2016 pa. Leave ASAP",0
Vote buying is already the norm sa mga province. Mas matimbang ang kalam ng sikmura kesa sa prinsipyo dala ng kahirapan ng buhay sa probinsya.,0
"It really changed. I went to Hong Kong 2 weeks ago and andun yung classic meaty and juicy na Chicken Joy.
Ayoko din ng spicy chicken dito sa Pinas. Sobrang nagbago yung lasa nung minarinate nila yung spice. Mas okay pa yung binubudbudan nila ng chili powder na version.
Overall, masarap pa din yung chicken joy sa mga branches sa Hong Kong. Sad nga lang kasi di na ganun dito sa Pinas.",0
first time ko lang boboto and parang ayoko bumoto bukas and sabi ng friend ko na 'pag di raw ako bumoto bukas eh need ko magparegister uli sa 2025. totoo po ba?,0
kasama ba dito yung Fry Cook at Krusty Krab?,0
"Grabe may ganitong cases pala ang lalamove. I always use grab kasi mas gusto ko interface ng app nila. Kaya pala ang tagal nun pina deliver na food ng pinsan ko last time thru lalamove, akala ko naman normal lang un. 🫠😵‍💫",0
"I think, the very store itself sa mismong site na yun, has the bery right to post that notification infront, we might not know, na mismong mga pulubi doon is talagang nakaka-abaaa na sa customer, may incident na ninakawan ng pulubi customer na di niya alam.",0
I think yung emosyon ng mga kakampink is hopefulness. Mapapahaist ka na lang.,0
hahahaha swap swap lang,0
considered bang carnapping kung sinuko niya agad yung motor? diniretso sa police station. kaya na siguro ng abogado niya yun.,0
"TBH pareho lang yan.
...
It's atay.",0
Yeah right. Usually ang mga mdalas jan na botante came from low earner or wala talaga regular na trabaho kaya madali sila pumayag. Ang rason kahit sino naman nakaupo pare prehas lang ang kalakabasan ng buhay nila.,0
meron dati toy show tuwing sat morning sa ch2. si angel aquino ata host?,0
"Naalala ko dati college days, malapit kami sa Farmers mall sa cubao. Bibili ako ng card ng pang top up sa laro, may naka sabay ako dalawang bata, pulubi outfit, punit punit damit tapos madumi then madungis. Nilabas nila yung bucket na napaglimusan nila, kala ko bibili ng pagkain, pota bumili ng madaming RAN ONLINE cards 😅
Simula nun di na ko nagbigay sa mga bata,or pera. Kung mag bibigay ako pag kain nlng tlaga,pag ayaw tanggapin wag na. Haha",0
Akin na lang ung bread haha. Choosy amp. Mahal kaya ng tinapay.,0
Nakakalungkot,0
"Nung una kasi may isang narecommend sakin na video, may cancer din yun, afaik nagpapaalam din sya. Ngayon yung YT algorithm mga once a month eh nagrerecommend ng mga similar channels.",0
Kape para makatulog.,0
Payagan na ang ICC na pumasok sa PH,0
Book grab. Bv ang double booking ng lalamove kahit sabihin mo food di uunahin order mo,0
"Track record parin, baka namaya lasenggero or may history ng kung anu, kahit na nakakawa di ako boboto ng ganyan",0
Nakalista sa amin eh. Kaya malabo,0
"Aaaaaaaaaa! Bakit 7am 😭 sayang yung 1hr
Salamat na din sa info",0
Probably because they don't chase after them. Pag nakita at tinakbuhan sila di na hahabulin.,0
"Totoo naman kase yun ako nga 6 mos.pa lang as IT 250k na sahod ko
/s",0
Classic diskarte kahit may may agrabyado haha,0
Dude may nag reklamo sa akin ng bad review eh. Binigyan ko ng 3/5* because tumangap sya ng delivery na may cash handling tapos tatawagin ako na wala daw syang pera. Nakakaewan minsan ang ibang drivers,0
"for real though, may effort naman ah? minsan talaga sumosobra na pagka ""morally upright"" ng mga tao dito na nagmumukha silang condescending",0
Inapply niya yung mga napapanuod niyang ganyan sa Tiktok Lol. Goodjab! 🤣,0
"gusto ko na magkanetflix subscription, kaso wala ako makakahati sa bayad if ever and ako lang manunuod, may recommended plan ba in my case? magkano",0
"Uu, ung watchers nila na tagadun din sa lugar nyo at kilala ka at ang pamilya mo. May listahan mga yan kung sino2x mga tumanggap at sisilipin ang balota mo bago mo maihulog.",0
Mabuti na lang talaga at nagkaroon sila ng Reunion Episode. Di pa rin ako makapaniwala.,0
ang iniissue daw ay wag iboto ang candidate becos of pity? un ang intindi ko.,0
"Nascam kami dito, 100php para sa bracelet na isang hila mo lang sira na, meron pa yung para daw sa mga batang scholar nila 😭 ang astig lang kasi ang husay nila makipagnegotiate",0
Yaman nmn ng Brgy. nyo 😂,0
"Parang binugbog sa pagod pero ang sarap mag breakfast while hearing the beach waves 
Good morning ☀️",0
Easy money bitaw. Saw a post on facebook na nakaka 500-1000 sila a day. Yung iba di na rin tumatanggap ng 5 pesos.,0
HIHI HIHI,0
Sa Taft hindi minsan sila talaga ang nagbabara sa mga kanal,0
hala baka ikaw out of touch hahaha di ka aware kung pano dumiskarte yung talagang mahihirap?,0
yung extra big pancit canton hindi masarap,0
Tanda nyo ba yung lumang commercial ng Glorietta Malls? Alam nyo title nung kanta dun? 😅,0
"sa ""tingin"" mo lang, think pano nila naduduga yung boto sa machinery, may bumoto nga tapos patay na pala :>",0
Mga taong nanghihingi ng pamasahe kasi kulang daw pamasahe nila.,0
Hahahahaha kakasuhan kaya ng carnapping yung biktima,0
"Pov: 7ft basketball player si op 🫣😅 
5pesos ang ganyan samin kalaki.. pero malungay pandesal sya..",0
"Kapag bata talaga, 'no? As long as walang muwang pa, or walang life experience. Sheltered/kulong din kasi ako before kami naluklok sa poverty, kaya walang experience outside sa pakikipagusap sa classmate.",0
"Talamak double booking sa lalamove. Parang laging kada booking, naka double book sila.",0
"minsan ung iba bata hindi talaga pulubi, sadyang trip lang ata ni mamalimos or ewan.",0
Dami dito nanglilimos tas ginagasta lang sa sigarilyo,0
"Basta may gata, kakain ako ng gulay.",0
"May konting inggit ako sa mga cmate ko na this acad break namin nakakapunta sila sa ibang bansa or nagtravel outside metro manila
Pero siguro it can be my inspiration na rin to do good on my acads para kapag working na ko doon ako bumawi sa sarili ko
Happy monday :D",0
"Dito siguro sa urban areas, wala kang nakikita. Pero sa probinsya, big deal ang mga barangay officials. Nakakapagpatumba pa nga ng kalaban yung iba, diba? Tapos baka ultimo punla ng palay, palakasan basis pa kina kapitan.
Again, gasino bang kukuha sila ng kahit sino para manakot. Who cares kung tinraydor sila or hindi ng botante? Ang importante is to keep them scared.
Bigyan kita ng example kung gaano kalaki ang perang pumapasok kahit sa barangay level:
Nung first school year nung pandemic, nagdonate ang isang kagawad ng portable folding tables para sa bawat mag-aaral ng isang public school. Ilagay natin sa conservative values para di tayo mahirapan mag-solve. :)
1 section = 50 students
1 grade level = 3 shifts
1 shift = 10 sections
1 elementary school = 6 grade levels
50*3*10*6 = 9000 tables.
Dagdagan ko lang ng piso yung idedeclare kong presyo, kikita na ako ng Php 9000. Panu kung magdagdag ako ng limang piso? ng sampu? 100? Doblehin ko kaya yung presyo? Magdeclare kaya ako ng ghost students? Magproduce kaya ako ng phony purchase documents kahit di naman talaga ako nagbigay ng mga mesa? And so on and so forth.",0
Gusto ko mag pob kaso sunday pala ngayon at for sure dame tao. Di ko na naman alam san ko gusto tumambay at mag people watching.,0
Ang cute naman nila HAHAHA,0
Quiboloy pa more,0
"We asked that during our rotation and yun po yung reply ng residente po sa amin. Although walang guidelines na mag baback up, sinasabi nila na may chance pang maprevent yung rupture.
Regardless daw kasi pag ruptured, you have an infected peritoneal cavity so naka antibiotics na po yung pasyente tapos scheduled for peritoneal washing s/p appendectomy.",0
"Agreed, and its not like 24/7 naka imaging ang pasyentre para makita na nagrupture na.",0
"May kwento sakin kapatid ko. May nakikita siyang batang nanghihingi sa terminal ng SM north edsa sa qc, dati nabigyan naman nya un nang pagkain.
Then one time nasa marikina yung kapatid ko nag cocommute. Mya mya may batang sumakay ng jeep. Tas nkita ng kapatid ko at kinausap nya kung bat pati dito sa marikina napadpad sya. Nagulat nga din daw ung bata nung nagkita sila. Hahahha.
Parang alam ko ata hawak ng sindikato o mafia beggars yung mga yun.",0
"Nakakalungkot na mawitness mo ung parents ko na tumatanda, kasi napapansin mo talaga ung pagbawas ng mind alertness nila, sa physical health ok pa naman sila, pero nahahalata mo na hindi na ganun kasharp ang mind nila, halimbawa, nung bata pa tayo sila nakakakita ng mga mistakes natin na ikakadisgrasya natin, ngaun baligtad na ako na ang ganun sa kanila.",0
"LOL, I remember going to Jollibee a couple days ago kasi nag crave ako ng Chickenjoy at palabok. Di available yung palabok and they gave me breasts. Napasabi talaga ako na sana nagluto na lang ako ng manok hahaha.",0
"Ohhh oonga ano, never saw it that way. Malas lang kung yung may hawak ng valid votes ay emotional din hahahah.",0
Wow. Daming pondo,0
"Yung mga nagaalok ng mga malalaking plastic bag sa palengke!
Mga candy na nakalagay sa maliit na bangketa tapos iaalok sa mga bata o maninigarilyo 
Taga balat",0
"Dapat na wag na gawing lifetime job ang pagiging public school teacher at gawin nalang stepping stone towards employment abroad through abolishing security of tenure na wala namang kabuluhan kung tenured public school teacher ka, pero stagnant naman ang career progression mo.",0
"nakapag laba na..
I feel so productive today...",0
"Meron din ung caroling groups na iniimbita sa bahay for charity, pero bihira at pang alta mga yan usually.
Sadly yes we do not get enough time to really enjoy the holidays. Biyaya nga if half day sa bisperas ng Pasko",0
"Optional naman ah, pindot lang ng pindot tlga mga tao without reading.",0
parking dito sa palengke namin may free karton covering sa mga motorcycle seats hahaha may parking fee pero hindi empleyado ng palengke admins.,0
"Marami sila dito sa Hawaii. Nagtitinda ng kakanin. Napeke ako nung first few years ko dito so bumibili ako each time. Then, finally, natutunan ko na lang di pansinin.",0
Cute naman yung lizard ah 😌,0
"Mas okay na tong multo ang nakasalubong ko, kesa ikaw na may kasamang iba 🫠",0
"Yung mga ATM sa 7eleven, pinapakita din balance after mo magwithdraw",0
Murahin sila ng malutong.,0
"minsan di ko maiwasan mainggit sa mga tao na kahit ano gawin nila decent looking pa rin sila.
Ako kahit ano gawin ko pangit pa rin eh",0
Anyone remember winterrowd and yung hotel626 ba yun? Never tried 626 but that was innovative to me back then kasi 6pm-6am lang siya pwede ma-access. Pero pwede ata dayain yung computer time hahaha,0
"eto ang nagpapaturn off kumain sakin mag-isa, tinatarget nila madalas ung loner kumain.",0
"Im a farmer during summer, fisherman during december, and delivery boy during holiday in Cagayan. Pinaka mahirap is delivery boy haha Needless to say, madalas padin maliitin pag di mo nasunod gusto nila. Di ka pa babayaran. Saka nalang magiging mabait pag pinakilala ka na kung sino pamilya mo, pag nalaman san ka nagaaral etc hahaha. Funny and pathetic.",0
"mahirap na rin sa panahon ngayon. Kahapon, 5 pulubi pilit na nanghihingi sa amin ng limos dikit nang dikit sa amin hanggang sa di namin namalayan wala na phone ng tatay ko",0
Taena kelangan na kelangan ko ng bribe money ngayon. Hahahaha,0
Takot na takot malamangan🤐,0
Tbh iba ang politika ng NCR at sa mga province,0
"Totoo 'to! Yung butterscotch and brownies! Before nabili pa ako lalo kapag matanda. Pero lately, hindi na kasi bukod sa overpriced, agressive yung mga HINDI matatanda nakakatakot.",0
At dahil din diyan gusto ko maniwala na karamihan sa mga teachers natin ay hindi pabor sa BBM-Sara. Kung ako siguro ay isang guro magkakaroon talaga ako ng kamalayan kung bakit ganun estado ng mga public school natin.,0
Kaya nakakatakot din sila isumbong sa security eh.,0
kamusta SLEX otw to manila??,0
Most of the time yung mga walang career ang tumatakbo for a position. May councilor nga kami na known drug addict and pusher pero kasi anak ng politician kaya patok na patok sa mga tao. Ginawa talagang culture ng mga pinoy ang pag elect ng mga kurakot at incompetent na tao.,0
ang ending napupunta sa 2philippines4u o kaya ylyl youtube page haha,0
"HAHA gagi. Girl ako bruh standing 5'5"" only with a small hand 🥲 mukha lng ksi malaki. Yung size ng pandesal 1.5x2inches lng po yan.",0
Trying to become gentleman sa mga babae na nakakasama ko (even workmates) and I felt misunderstood padin sa ginagawa ko sa kanila HAHAHAHA,0
Lahat na ba may sakit? 🥲😩,0
"Tapos pag talo, consider lang as donation - Kandidato(2016)",0
hindi ako naparito para maghanap ng single mom,0
"can't even drink water properly kasi nangingilo agad ngipin ko, sobrang sakit huhuhuhu putanginaaaaaa",0
Depende sa gumagawa.,0
ekis na lalamove sakin simula ng mangyari sakin ung double booking nila ung 15-20mins na byahe dapat eh naging 2hrs di man lang nagsabi ung rider sya pa galit nun sbhan ko,0
